ID,News_title,News_headline,Category
214,BJP under Modi fights elections like Mughal empire tried to conquer India under Aurangzeb,Indian democracy has been usurped by showmanship and the possibilities of electoral fascism. Karnataka is its grave turning point in the new millennia.,politics
215,"Delhi choking, Chennai drowning: Climate change affects us all",We need to realise that limited resources of the planet need to be shared by all.,politics
216,"So who is Abdul Ghani Bhat, the man who met Mufti?","From burning down temples in the 1980s to now criticising the hypocrisy of hardline separatists, Bhat has come a long way.",politics
217,Why Modi and Ramdev can't master true form of yoga,"It is a science, it is neither theistic not atheistic. And Patanjali did not create a religious ritual.",politics
218,How Indian corporates are coming out of the lull ever since 2008 meltdown,Vodafone-Idea merger and Hindalco-Aleris deal signal a revival in the industry.,business
219,How Modi the politician is hurting Modi the PM,"For the benefit of his government, the prime minister in him requires to steer clear of essentially political functions save election rallies.",politics
220,Why Modi needs to lose his ego and learn from Manmohan,The PM's aggressive posture might be working at the national level but it is not helping the government inside Parliament.,politics
221,Ad showing Anna Hazare is dead on Gandhi's death anniversary in poor taste. Should Delhi BJP apologise?,The pitch for Delhi elections take a controversial turn this morning.,politics
222,The 'D' Delusion: What the collective Congress meltdown says about India’s feudal family politics,The Congress is having a breakdown facing political life without the direct running of the Gandhis. There are very important lessons for other political parties here.,politics
223,When Sania Mirza's life was turned upside down by a fatwa,The tennis star narrates her run-ins with the media and how she became a controversial figure.,sports
224,India-Pakistan ties: Mangoes and biryani will replace bullets and mortar,War is no solution. Truth will always be the first casualty in times of war.,politics
225,How India forgot to cheer its women's hockey team,"On March 15, India beat Poland to qualify for the Hockey World League Round 3, a step closer to playing for Rio Olympic Games 2016.",sports
226,When Vajpayee got Nawaz Sharif to speak to Dilip Kumar,It is also reflective of the numerous tracks that the two countries adopt to talk to each other.,politics
227,Telangana polls: Who stands to win the big battle,"The TRS, TDP, Congress and the BJP are all fighting the election with all their might.",politics
228,Why Kashmir needs its cinema halls back,"It might seem an outlandish notion, given the gloom in the Valley. But that sense of despair is exactly why Kashmir needs those cinema houses of joy back.",Arts
229,"How does Trump like you now, Non-Resident Indians?",You probably thought Americans will be more accepting of Hindus than they are of Muslims but the average Trump supporter can't tell the two apart.,politics
230,When Mohan Bhagwat and Darul Uloom shared a national anthem violation,Will either violator be punished?,politics
231,Syrian air strikes is a well-calculated risk for Russia,President Putin wants to establish the country as a major player in global politics.,politics
232,Sad reality and bitter truths of Hindus in America,The challenge here is as much an intellectual one as a cultural and spiritual one.,politics
233,"Kashmir writhes under lockdown at gunpoint, Delhi remains in denial",This article has been co-authored by Maariyah Siddique and Ieshan Wani.,politics
234,Not pretty to see Zinta abuse Kings XI Punjab's coach,The hothead owes Sanjay Bangar an apology for her public badmouthing.,sports
235,It wasn't Gandhi who failed Bhagat Singh,"[Book extract] Mahatma did all that he could, but the pressure from Punjab government had compelled Lord Irwin to proceed with the executions.",politics
236,Why India-Pakistan relations are unlikely to improve if Imran Khan becomes Pakistan's next prime minister,The PTI chief has been accusing New Delhi of being the main conspirator of an 'international agenda against Pakistan'.,politics
237,The Daily Beast was wrong to call all Hindus rapists,Article on American portal fails to acknowledge misogynistic verses are hardly unique to the faith.,politics
238,A good day to be Narendra Modi,"Once again Modi had managed to colonise the frequencies, with little extra effort.",politics
239,Tesla crash brings alive the fear of self-driving cars,Will we ever be able to trust machines more than humans?,tech
240,Tiger or tyrant: Fractured legacy of Tipu Sultan,He was feared by his neighbours and other Indian princes who joined forces with the English.,politics
241,Pathankot terror attack: Modi & co don't know who their real friends are,"Under PM's leadership, India has become a victim of his own illusions of diplomacy with Pakistan.",politics
242,Why Chennai’s floods are its milestone moment,It brought the people together.,politics
243,Was Salman waiting to be acquitted to get married?,How many times have we willingly fallen prey to a headline which has held the promise of decoding the love life of the superstar?,politics
244,The songs Mahatma Gandhi's words inspired,Lyrics based on Gandhi's teachings have made a humble contribution in keeping his light alive.,politics
245,"SP, BSP not to fight with Congress in three state elections: How much will this influence poll results?","How effective would a mahagathbandhan have been be in Rajasthan, Chhattisgarh and Madhya Pradesh anyway?",politics
246,Why Amit Shah’s checkmate to the PDP could prove disastrous,The BJP has tried to play smart politics with its insulting break with Mehbooba Mufti. The fallout of the move could envelope Kashmir in distress — and hurt the BJP too.,politics
247,"Dear veterans, is One Rank One Pension more important than India's honour?","Remember, you are soldiers - not politicians.",politics
248,"After IndVsBan, it is going to be the real World Cup final for many",Another blue invasion of Sydney seven days from now against the mighty Australians (assuming they beat Pakistan) is what is on the cards.,sports
249,Why it's important for India to think of post-Dalai Lama period,It could be vital for not only Tibetan Buddhism but also India’s borders.,politics
250,Delhi polls: Modi needs to change his style of functioning,The negative campaign against Arvind Kejriwal was reflective of the prime minister's arrogance.,politics
251,How to ‘own your own data’ in the times of Aadhaar and privacy issues,What constitutes a practical model in the Indian context?,tech
252,What the Pakistani 'spy' pigeon has been upto since escaping,It is speculated that the pigeon is masquerading as a piece of bread.,humour
253,What ails Western media’s portrayal of India,"The problem is that current Western coverage of India is part of deeply entrenched decades, if not centuries, old discourse.",politics
